2298,Emily,Fish,5,6,2019,NJ,660,2019-06-05
2299,Wally,Grapes,12,3,2020,CT,912,2020-03-12
2300,Sam,Apple,12,12,2019,PA,171,2019-12-12
2301,Mia,Cherry,19,9,2017,NY,311,2017-09-19
2302,Claire,Cherry,6,11,2019,PA,908,2019-11-06
2303,Chae,Cherry,13,5,2020,NY,982,2020-05-13
2304,Boo,Grapes,25,8,2018,PA,40,2018-08-25
2305,Boo,Butter,9,2,2020,CT,180,2020-02-09
2306,Wally,Fish,17,8,2019,NJ,998,2019-08-17
2307,Claire,Cherry,13,7,2017,NY,329,2017-07-13
2308,Claire,Apple,7,4,2017,PA,444,2017-04-07
2309,Chae,Eggs,24,9,2020,CT,320,2020-09-24
2310,Boo,Fish,10,10,2020,NJ,14,2020-10-10
2311,Mia,Butter,19,6,2016,PA,504,2016-06-19
2312,Emily,Fish,10,11,2020,PA,836,2020-11-10
2313,Mia,Dates,6,11,2017,NJ,182,2017-11-06
2314,Mia,Ice,12,5,2018,CT,275,2018-05-12
2315,Mia,Fish,12,1,2017,CT,29,2017-01-12
2316,Boo,Jellies,25,9,2018,CT,298,2018-09-25
2317,Mia,Apple,25,9,2019,CT,990,2019-09-25
2318,Boo,Cherry,14,1,2016,NJ,269,2016-01-14
2319,Helen,Cherry,8,3,2016,PA,815,2016-03-08
2320,Mia,Jellies,14,3,2018,CT,322,2018-03-14
2321,Emily,Cherry,2,9,2020,NJ,717,2020-09-02
2322,Sam,Apple,18,12,2017,NY,458,2017-12-18
2323,Dan,Fish,20,1,2020,NJ,896,2020-01-20
2324,Mia,Grapes,7,10,2018,NY,647,2018-10-07
2325,Boo,Cherry,2,9,2016,NY,99,2016-09-02
2326,Wally,Butter,28,3,2020,NY,236,2020-03-28
2327,Mia,Cherry,14,4,2016,NY,163,2016-04-14
2328,Helen,Dates,17,4,2018,PA,813,2018-04-17
2329,Boo,Dates,4,12,2016,PA,174,2016-12-04
2330,Dan,Ice,21,10,2016,CT,862,2016-10-21
2331,Helen,Eggs,14,5,2020,NJ,918,2020-05-14
2332,Dan,Eggs,20,8,2016,PA,650,2016-08-20
2333,Sam,Eggs,25,3,2018,NY,957,2018-03-25
2334,Helen,Ham,19,2,2016,NY,283,2016-02-19
2335,Dan,Ice,14,9,2019,NJ,924,2019-09-14
2336,Helen,Cherry,30,4,2018,NJ,113,2018-04-30
2337,Claire,Jellies,9,7,2020,CT,623,2020-07-09
2338,Wally,Apple,17,5,2016,PA,316,2016-05-17
2339,Dan,Grapes,19,2,2016,NJ,315,2016-02-19
2340,Boo,Eggs,2,6,2016,PA,962,2016-06-02
2341,Helen,Eggs,8,10,2020,PA,397,2020-10-08
2342,Chae,Eggs,27,10,2019,NY,994,2019-10-27
2343,Mia,Ice,24,12,2018,NJ,838,2018-12-24
2344,Wally,Butter,8,2,2018,CT,302,2018-02-08
2345,Chae,Eggs,12,10,2016,NY,822,2016-10-12
2346,Claire,Butter,11,1,2020,CT,186,2020-01-11
2347,Dan,Grapes,17,12,2019,PA,744,2019-12-17
2348,Sam,Fish,13,11,2016,NJ,34,2016-11-13
2349,Dan,Cherry,8,4,2017,PA,55,2017-04-08
2350,Helen,Fish,30,6,2016,PA,204,2016-06-30
2351,Emily,Eggs,27,8,2019,NY,640,2019-08-27
2352,Boo,Apple,15,3,2016,NY,403,2016-03-15
2353,Boo,Jellies,14,4,2016,NY,936,2016-04-14
2354,Wally,Dates,23,4,2019,NY,837,2019-04-23
2355,Mia,Grapes,1,2,2016,PA,835,2016-02-01
2356,Boo,Butter,11,5,2017,CT,158,2017-05-11
2357,Boo,Apple,19,12,2016,CT,407,2016-12-19
2358,Chae,Fish,2,1,2019,CT,260,2019-01-02
2359,Chae,Butter,14,2,2018,PA,860,2018-02-14
2360,Chae,Fish,22,3,2017,NJ,233,2017-03-22
2361,Boo,Butter,25,6,2019,PA,302,2019-06-25
2362,Emily,Dates,6,6,2016,PA,658,2016-06-06
2363,Wally,Dates,1,2,2017,NJ,362,2017-02-01
2364,Chae,Fish,27,10,2016,NJ,583,2016-10-27
2365,Sam,Grapes,26,2,2018,NJ,78,2018-02-26
2366,Claire,Eggs,1,10,2018,NJ,539,2018-10-01
2367,Boo,Ice,19,6,2017,NY,977,2017-06-19
2368,Dan,Apple,1,6,2016,NJ,143,2016-06-01
2369,Dan,Jellies,19,7,2020,NJ,659,2020-07-19
2370,Claire,Butter,19,2,2020,CT,718,2020-02-19
2371,Wally,Dates,2,1,2016,CT,96,2016-01-02
2372,Emily,Ham,21,7,2019,NJ,678,2019-07-21
2373,Dan,Cherry,15,3,2016,PA,976,2016-03-15
2374,Chae,Ham,9,12,2020,PA,393,2020-12-09
2375,Chae,Butter,16,12,2019,NY,478,2019-12-16
2376,Sam,Jellies,4,9,2019,PA,599,2019-09-04
2377,Wally,Fish,8,5,2017,CT,873,2017-05-08
2378,Helen,Dates,22,10,2019,CT,380,2019-10-22
2379,Wally,Cherry,12,11,2019,CT,365,2019-11-12
2380,Mia,Jellies,3,3,2019,NJ,576,2019-03-03
2381,Boo,Ham,27,5,2019,NJ,291,2019-05-27
2382,Chae,Ham,20,11,2018,PA,566,2018-11-20
2383,Sam,Ice,3,4,2016,PA,289,2016-04-03
2384,Mia,Ham,25,4,2018,CT,555,2018-04-25
2385,Boo,Ice,6,7,2018,PA,17,2018-07-06
2386,Dan,Cherry,4,4,2016,PA,124,2016-04-04
2387,Claire,Jellies,11,2,2018,NJ,268,2018-02-11
2388,Sam,Apple,28,2,2019,PA,614,2019-02-28
2389,Helen,Cherry,2,8,2019,NY,641,2019-08-02
2390,Boo,Ice,21,4,2018,PA,398,2018-04-21
2391,Wally,Fish,11,8,2017,NJ,606,2017-08-11
2392,Sam,Apple,3,8,2019,NY,34,2019-08-03
2393,Boo,Jellies,21,8,2020,NY,249,2020-08-21
2394,Mia,Ham,29,4,2019,CT,416,2019-04-29
2395,Claire,Jellies,30,8,2019,NJ,293,2019-08-30
2396,Helen,Grapes,1,1,2018,PA,944,2018-01-01
2397,Emily,Cherry,26,12,2017,CT,660,2017-12-26
2398,Chae,Apple,11,2,2020,CT,943,2020-02-11
2399,Wally,Dates,28,10,2019,PA,222,2019-10-28
2400,Claire,Ham,24,3,2018,PA,527,2018-03-24
2401,Helen,Ham,30,8,2017,PA,251,2017-08-30
2402,Claire,Grapes,19,10,2016,NY,435,2016-10-19
2403,Mia,Butter,3,7,2016,NY,742,2016-07-03
2404,Wally,Butter,23,7,2020,NJ,847,2020-07-23
2405,Mia,Grapes,20,5,2017,NJ,153,2017-05-20
2406,Sam,Fish,9,6,2020,NY,378,2020-06-09
2407,Emily,Cherry,22,3,2016,NY,335,2016-03-22
2408,Boo,Eggs,14,9,2017,PA,92,2017-09-14
2409,Emily,Cherry,23,10,2018,NY,504,2018-10-23
2410,Emily,Eggs,17,11,2018,NY,210,2018-11-17
2411,Claire,Butter,16,8,2019,CT,704,2019-08-16
2412,Chae,Dates,12,9,2018,PA,699,2018-09-12
2413,Boo,Eggs,26,3,2020,CT,480,2020-03-26
2414,Boo,Jellies,28,5,2018,NJ,167,2018-05-28
2415,Helen,Fish,11,10,2019,NJ,963,2019-10-11
2416,Chae,Butter,16,11,2016,CT,575,2016-11-16
2417,Claire,Butter,27,2,2019,NY,371,2019-02-27
2418,Dan,Eggs,2,6,2020,CT,674,2020-06-02
2419,Helen,Butter,31,3,2016,PA,613,2016-03-31
2420,Wally,Ham,1,2,2018,NY,832,2018-02-01
2421,Claire,Ice,1,4,2016,PA,123,2016-04-01
2422,Wally,Fish,12,2,2017,PA,360,2017-02-12
2423,Mia,Grapes,30,8,2018,NJ,641,2018-08-30
2424,Dan,Butter,19,5,2019,CT,207,2019-05-19
2425,Claire,Butter,8,8,2020,NY,883,2020-08-08
2426,Sam,Dates,4,6,2018,NY,683,2018-06-04
2427,Wally,Apple,5,3,2020,CT,222,2020-03-05
2428,Emily,Fish,9,12,2020,NY,800,2020-12-09
2429,Helen,Fish,29,3,2017,PA,391,2017-03-29
2430,Helen,Ice,15,5,2017,NJ,3,2017-05-15
2431,Emily,Ice,26,10,2016,NJ,28,2016-10-26
2432,Claire,Butter,10,5,2020,CT,44,2020-05-10
2433,Dan,Apple,17,9,2019,NJ,907,2019-09-17
2434,Emily,Apple,16,10,2017,CT,706,2017-10-16
2435,Emily,Ham,18,6,2016,CT,440,2016-06-18
2436,Emily,Ham,4,3,2020,NY,39,2020-03-04
2437,Helen,Fish,3,2,2020,NJ,718,2020-02-03
2438,Mia,Jellies,18,6,2017,PA,616,2017-06-18
2439,Boo,Jellies,28,11,2020,CT,520,2020-11-28
2440,Boo,Apple,10,2,2016,NJ,361,2016-02-10
2441,Helen,Apple,14,10,2016,PA,753,2016-10-14
2442,Mia,Ice,8,8,2019,NY,465,2019-08-08
2443,Dan,Ice,22,7,2019,NY,966,2019-07-22
2444,Chae,Cherry,18,7,2017,PA,201,2017-07-18
2445,Wally,Fish,1,2,2018,NY,766,2018-02-01
2446,Sam,Ham,31,5,2018,CT,342,2018-05-31
2447,Chae,Apple,15,3,2018,PA,553,2018-03-15
2448,Wally,Jellies,24,10,2018,NJ,327,2018-10-24
2449,Boo,Cherry,20,7,2018,CT,774,2018-07-20
2450,Dan,Ham,1,5,2018,NY,489,2018-05-01
2451,Helen,Ice,19,10,2020,CT,306,2020-10-19
2452,Dan,Cherry,13,3,2020,CT,546,2020-03-13
2453,Helen,Eggs,17,5,2017,NY,104,2017-05-17
2454,Sam,Fish,19,8,2020,CT,212,2020-08-19
2455,Boo,Butter,3,4,2020,CT,488,2020-04-03
2456,Mia,Ice,27,7,2017,CT,865,2017-07-27
2457,Emily,Fish,17,5,2020,CT,301,2020-05-17
2458,Wally,Jellies,1,12,2019,NJ,984,2019-12-01
2459,Sam,Grapes,12,10,2019,NJ,415,2019-10-12
2460,Claire,Jellies,20,4,2017,CT,495,2017-04-20
2461,Wally,Ham,27,4,2018,NJ,623,2018-04-27
2462,Wally,Dates,13,4,2017,PA,596,2017-04-13
2463,Wally,Butter,6,1,2020,CT,89,2020-01-06
2464,Wally,Eggs,18,12,2019,NY,141,2019-12-18
2465,Mia,Apple,18,9,2020,NY,141,2020-09-18
2466,Mia,Eggs,9,1,2019,CT,702,2019-01-09
2467,Emily,Fish,29,4,2020,PA,866,2020-04-29
2468,Chae,Grapes,12,5,2017,NJ,505,2017-05-12
2469,Mia,Grapes,29,5,2019,NY,874,2019-05-29
2470,Emily,Fish,19,1,2020,NJ,717,2020-01-19
2471,Dan,Dates,21,7,2017,PA,714,2017-07-21
2472,Boo,Apple,9,1,2017,NY,399,2017-01-09
2473,Sam,Grapes,19,9,2020,PA,119,2020-09-19
2474,Chae,Dates,29,5,2018,NY,583,2018-05-29
2475,Sam,Ice,1,11,2020,NY,510,2020-11-01
2476,Sam,Ham,29,10,2016,PA,258,2016-10-29
2477,Emily,Apple,16,4,2019,CT,725,2019-04-16
2478,Wally,Dates,19,1,2018,PA,676,2018-01-19
2479,Sam,Cherry,14,5,2019,PA,483,2019-05-14
2480,Emily,Apple,12,9,2016,PA,294,2016-09-12
2481,Dan,Ice,12,9,2017,NJ,393,2017-09-12
2482,Sam,Butter,11,3,2016,NJ,696,2016-03-11
2483,Claire,Grapes,24,1,2018,CT,213,2018-01-24
2484,Dan,Apple,21,1,2018,NJ,1000,2018-01-21
2485,Chae,Ice,29,5,2016,NJ,366,2016-05-29
2486,Sam,Apple,19,11,2018,NJ,983,2018-11-19
2487,Sam,Eggs,13,8,2020,CT,330,2020-08-13
2488,Mia,Cherry,5,6,2017,PA,559,2017-06-05
2489,Emily,Eggs,10,11,2019,CT,401,2019-11-10
2490,Chae,Eggs,18,8,2018,NY,527,2018-08-18
2491,Wally,Fish,29,6,2020,PA,521,2020-06-29
2492,Chae,Apple,30,4,2016,PA,287,2016-04-30
2493,Emily,Cherry,15,12,2017,NJ,45,2017-12-15
2494,Wally,Apple,24,10,2020,PA,942,2020-10-24
2495,Chae,Ice,26,5,2018,NJ,418,2018-05-26
2496,Claire,Grapes,26,1,2020,NJ,519,2020-01-26
2497,Helen,Fish,17,5,2019,CT,556,2019-05-17
2498,Boo,Apple,28,7,2016,NJ,869,2016-07-28
2499,Chae,Eggs,11,9,2016,CT,460,2016-09-11
2500,Chae,Ice,5,4,2019,CT,492,2019-04-05
2501,Dan,Butter,15,2,2016,NJ,238,2016-02-15
2502,Sam,Fish,31,10,2019,NY,552,2019-10-31
2503,Wally,Eggs,7,2,2018,NY,518,2018-02-07
2504,Boo,Fish,11,10,2016,NJ,131,2016-10-11
2505,Chae,Cherry,11,10,2020,PA,679,2020-10-11
2506,Emily,Butter,16,11,2020,CT,150,2020-11-16
2507,Emily,Jellies,3,3,2020,CT,399,2020-03-03
2508,Helen,Eggs,16,5,2020,PA,373,2020-05-16
2509,Emily,Ham,19,6,2017,NJ,581,2017-06-19
2510,Helen,Fish,6,11,2019,PA,212,2019-11-06
2511,Wally,Fish,14,3,2016,CT,567,2016-03-14
2512,Chae,Butter,27,8,2019,NJ,961,2019-08-27
2513,Mia,Grapes,30,7,2016,NY,193,2016-07-30
2514,Helen,Jellies,24,1,2016,NJ,654,2016-01-24
2515,Chae,Ham,9,2,2020,NJ,742,2020-02-09
2516,Wally,Ice,14,4,2019,NJ,452,2019-04-14
2517,Helen,Ham,30,6,2020,NJ,434,2020-06-30
2518,Chae,Cherry,15,8,2016,NY,12,2016-08-15
2519,Sam,Fish,19,4,2016,CT,600,2016-04-19
2520,Dan,Fish,15,2,2020,NJ,972,2020-02-15
2521,Dan,Ice,14,7,2018,CT,697,2018-07-14
2522,Claire,Butter,1,1,2016,CT,474,2016-01-01
2523,Helen,Grapes,27,8,2019,PA,412,2019-08-27
2524,Wally,Apple,22,4,2018,CT,252,2018-04-22
2525,Mia,Ham,10,12,2017,NY,371,2017-12-10
2526,Mia,Eggs,20,9,2017,PA,879,2017-09-20
2527,Chae,Apple,10,9,2020,NY,457,2020-09-10
2528,Boo,Fish,31,8,2020,NJ,580,2020-08-31
2529,Boo,Grapes,14,6,2017,NJ,517,2017-06-14
2530,Dan,Butter,4,8,2020,NY,699,2020-08-04
2531,Dan,Dates,24,4,2020,NY,14,2020-04-24
2532,Mia,Butter,7,1,2018,NY,284,2018-01-07
2533,Dan,Fish,17,2,2020,NY,669,2020-02-17
2534,Boo,Cherry,10,12,2018,PA,159,2018-12-10
2535,Emily,Dates,3,4,2019,NJ,661,2019-04-03
2536,Wally,Jellies,1,2,2017,PA,824,2017-02-01
2537,Boo,Apple,9,4,2017,PA,213,2017-04-09
2538,Sam,Fish,18,12,2016,NY,152,2016-12-18
2539,Dan,Apple,16,3,2016,PA,333,2016-03-16
2540,Helen,Jellies,8,2,2016,CT,842,2016-02-08
2541,Emily,Dates,2,2,2020,PA,254,2020-02-02
2542,Boo,Jellies,4,1,2016,NY,739,2016-01-04
2543,Wally,Eggs,9,6,2018,NY,268,2018-06-09
2544,Wally,Butter,21,12,2016,CT,34,2016-12-21
2545,Boo,Butter,8,6,2019,PA,500,2019-06-08
2546,Wally,Butter,22,7,2018,CT,351,2018-07-22
2547,Sam,Dates,22,5,2019,CT,266,2019-05-22
2548,Boo,Ice,20,5,2016,PA,73,2016-05-20
2549,Emily,Jellies,17,11,2017,CT,92,2017-11-17
2550,Helen,Grapes,27,10,2018,CT,174,2018-10-27
2551,Sam,Jellies,4,12,2016,CT,115,2016-12-04
2552,Chae,Grapes,31,1,2018,NJ,520,2018-01-31
2553,Sam,Butter,2,3,2020,NY,474,2020-03-02
2554,Dan,Fish,13,4,2017,NY,263,2017-04-13
2555,Sam,Grapes,24,10,2020,PA,663,2020-10-24
2556,Dan,Grapes,3,6,2017,NJ,53,2017-06-03
2557,Boo,Grapes,1,10,2017,CT,84,2017-10-01
2558,Dan,Ham,13,7,2019,NY,967,2019-07-13
2559,Chae,Apple,27,1,2017,PA,831,2017-01-27
2560,Wally,Butter,4,5,2019,CT,480,2019-05-04
2561,Chae,Fish,2,12,2019,NY,768,2019-12-02
2562,Dan,Cherry,12,2,2017,PA,512,2017-02-12
2563,Dan,Butter,23,8,2019,NJ,912,2019-08-23
2564,Mia,Dates,20,1,2017,NJ,703,2017-01-20
2565,Wally,Ice,8,10,2019,NY,516,2019-10-08
2566,Claire,Grapes,28,7,2017,PA,336,2017-07-28
2567,Chae,Ham,8,12,2018,NY,850,2018-12-08
2568,Emily,Dates,21,3,2020,NY,54,2020-03-21
2569,Emily,Dates,8,11,2018,PA,204,2018-11-08
2570,Emily,Fish,22,1,2017,CT,379,2017-01-22
2571,Mia,Eggs,13,3,2019,NY,560,2019-03-13
2572,Helen,Ice,17,4,2020,PA,357,2020-04-17
2573,Sam,Apple,6,6,2019,NY,171,2019-06-06
2574,Boo,Jellies,26,8,2017,PA,840,2017-08-26
2575,Sam,Ham,28,9,2020,PA,860,2020-09-28
2576,Boo,Fish,24,12,2018,NJ,859,2018-12-24
2577,Dan,Dates,23,5,2020,NY,992,2020-05-23
2578,Claire,Butter,7,3,2018,NJ,826,2018-03-07
2579,Wally,Eggs,28,10,2018,NJ,245,2018-10-28
2580,Claire,Fish,8,9,2016,CT,764,2016-09-08
2581,Sam,Grapes,15,3,2020,NJ,165,2020-03-15
2582,Chae,Ice,19,11,2019,CT,859,2019-11-19
2583,Emily,Jellies,24,1,2018,NY,665,2018-01-24
2584,Wally,Ice,19,5,2017,PA,823,2017-05-19
2585,Helen,Dates,22,2,2020,NY,987,2020-02-22
2586,Wally,Cherry,5,6,2019,NJ,449,2019-06-05
2587,Mia,Cherry,8,3,2016,NJ,300,2016-03-08
2588,Emily,Jellies,15,8,2020,PA,20,2020-08-15
2589,Wally,Grapes,4,3,2019,CT,470,2019-03-04
2590,Dan,Dates,8,5,2018,PA,49,2018-05-08
2591,Helen,Grapes,26,3,2018,CT,382,2018-03-26
2592,Dan,Ham,23,10,2020,NY,839,2020-10-23
2593,Boo,Ham,18,2,2018,CT,470,2018-02-18
2594,Chae,Ice,28,7,2017,PA,162,2017-07-28
2595,Chae,Ice,14,8,2017,CT,300,2017-08-14
2596,Dan,Apple,9,2,2020,PA,658,2020-02-09
2597,Chae,Jellies,30,6,2020,NY,914,2020-06-30
2598,Sam,Butter,13,9,2020,NJ,6,2020-09-13
2599,Sam,Jellies,21,11,2019,NJ,529,2019-11-21
2600,Sam,Butter,11,6,2017,CT,118,2017-06-11
2601,Chae,Ham,9,5,2016,NJ,456,2016-05-09
2602,Emily,Ice,18,6,2017,NJ,924,2017-06-18
2603,Helen,Ice,20,10,2020,NY,86,2020-10-20
2604,Mia,Jellies,2,1,2019,NJ,563,2019-01-02
2605,Mia,Cherry,29,5,2020,NJ,262,2020-05-29
2606,Emily,Grapes,6,1,2020,NY,864,2020-01-06
2607,Sam,Jellies,2,5,2019,NY,461,2019-05-02
2608,Emily,Ham,12,8,2020,NY,155,2020-08-12
2609,Claire,Apple,26,1,2019,NY,314,2019-01-26
2610,Dan,Apple,11,1,2018,CT,537,2018-01-11
2611,Boo,Eggs,18,12,2020,NJ,467,2020-12-18
2612,Chae,Ham,16,2,2019,PA,400,2019-02-16
2613,Chae,Cherry,9,10,2018,PA,584,2018-10-09
2614,Mia,Dates,13,8,2018,CT,401,2018-08-13
2615,Helen,Eggs,28,4,2018,NJ,19,2018-04-28
2616,Mia,Ham,17,7,2016,PA,447,2016-07-17
2617,Sam,Jellies,22,7,2018,NY,57,2018-07-22
2618,Emily,Dates,29,10,2019,NJ,579,2019-10-29
2619,Claire,Ice,24,12,2016,NY,960,2016-12-24
2620,Emily,Dates,8,3,2020,NJ,467,2020-03-08
2621,Emily,Ice,6,10,2018,CT,64,2018-10-06
2622,Sam,Ham,18,8,2017,PA,60,2017-08-18
2623,Claire,Apple,24,3,2019,CT,838,2019-03-24
2624,Mia,Eggs,26,12,2017,NY,327,2017-12-26
2625,Emily,Ice,29,9,2016,PA,26,2016-09-29
2626,Helen,Dates,30,1,2017,PA,773,2017-01-30
2627,Wally,Apple,2,3,2017,NJ,837,2017-03-02
2628,Emily,Dates,26,11,2019,CT,874,2019-11-26
2629,Chae,Cherry,12,3,2020,NY,52,2020-03-12
2630,Boo,Jellies,22,2,2019,PA,591,2019-02-22
2631,Emily,Cherry,28,10,2018,NY,317,2018-10-28
2632,Dan,Grapes,6,4,2016,CT,960,2016-04-06
2633,Chae,Jellies,28,11,2016,PA,49,2016-11-28
2634,Helen,Cherry,16,2,2018,CT,436,2018-02-16
2635,Sam,Dates,2,9,2018,NJ,722,2018-09-02
2636,Emily,Apple,15,9,2017,NY,688,2017-09-15
2637,Dan,Eggs,7,5,2019,CT,226,2019-05-07
2638,Wally,Apple,28,1,2016,NY,916,2016-01-28
2639,Boo,Butter,3,10,2017,PA,352,2017-10-03
2640,Chae,Ham,31,8,2017,NJ,782,2017-08-31
2641,Boo,Dates,4,6,2019,NY,674,2019-06-04
2642,Dan,Jellies,27,7,2016,PA,194,2016-07-27
2643,Mia,Jellies,15,10,2020,NY,257,2020-10-15
2644,Claire,Grapes,18,4,2018,NJ,217,2018-04-18
2645,Helen,Dates,8,3,2018,CT,711,2018-03-08
2646,Helen,Dates,28,2,2017,NY,731,2017-02-28
2647,Boo,Fish,2,2,2016,NY,336,2016-02-02
2648,Boo,Dates,22,9,2018,NY,110,2018-09-22
2649,Emily,Ice,18,7,2016,NJ,404,2016-07-18
2650,Sam,Ice,15,4,2019,CT,178,2019-04-15
2651,Emily,Apple,6,9,2020,PA,926,2020-09-06
2652,Helen,Butter,17,3,2016,PA,31,2016-03-17
2653,Mia,Dates,30,12,2018,NJ,56,2018-12-30
2654,Dan,Butter,2,2,2019,CT,464,2019-02-02
2655,Chae,Cherry,11,8,2016,NY,894,2016-08-11
2656,Chae,Ice,14,7,2019,NJ,318,2019-07-14
2657,Sam,Butter,14,6,2020,CT,943,2020-06-14
2658,Chae,Fish,15,9,2018,NY,366,2018-09-15
2659,Claire,Apple,23,8,2019,NJ,680,2019-08-23
2660,Wally,Ham,13,5,2016,NY,660,2016-05-13
2661,Mia,Cherry,3,10,2016,CT,225,2016-10-03
2662,Emily,Fish,22,6,2017,NJ,137,2017-06-22
2663,Mia,Fish,26,1,2018,NJ,972,2018-01-26
2664,Dan,Apple,26,3,2016,PA,313,2016-03-26
2665,Emily,Dates,12,6,2016,PA,371,2016-06-12
2666,Boo,Cherry,11,12,2016,NY,530,2016-12-11
2667,Chae,Jellies,20,10,2016,NJ,964,2016-10-20
2668,Wally,Eggs,12,11,2020,PA,714,2020-11-12
2669,Claire,Jellies,15,11,2020,NJ,849,2020-11-15
2670,Sam,Ice,7,6,2017,CT,399,2017-06-07
2671,Boo,Fish,11,6,2017,NJ,163,2017-06-11
2672,Claire,Butter,31,7,2019,PA,719,2019-07-31
2673,Helen,Ham,6,5,2019,NJ,622,2019-05-06
2674,Wally,Eggs,29,7,2016,CT,547,2016-07-29
2675,Dan,Fish,5,12,2018,NY,590,2018-12-05
2676,Helen,Apple,17,6,2016,PA,239,2016-06-17
2677,Sam,Ham,26,5,2019,PA,667,2019-05-26
2678,Boo,Grapes,28,10,2017,PA,751,2017-10-28
2679,Mia,Jellies,10,4,2020,NJ,847,2020-04-10
2680,Emily,Grapes,31,3,2017,NJ,502,2017-03-31
2681,Claire,Apple,27,11,2017,NY,384,2017-11-27
2682,Claire,Grapes,24,8,2017,NY,713,2017-08-24
2683,Sam,Butter,29,12,2016,CT,966,2016-12-29
2684,Mia,Eggs,22,4,2017,NJ,599,2017-04-22
2685,Dan,Ham,8,8,2017,NJ,799,2017-08-08
2686,Wally,Cherry,25,12,2016,NY,188,2016-12-25
2687,Helen,Butter,19,8,2017,NY,503,2017-08-19
2688,Sam,Eggs,3,8,2017,PA,928,2017-08-03
2689,Wally,Grapes,15,4,2017,CT,558,2017-04-15
2690,Claire,Eggs,1,6,2016,PA,704,2016-06-01
2691,Claire,Dates,31,5,2016,NY,471,2016-05-31
2692,Emily,Ham,10,5,2019,CT,192,2019-05-10
2693,Dan,Eggs,5,10,2019,PA,236,2019-10-05
2694,Sam,Ham,14,8,2018,NJ,909,2018-08-14
2695,Boo,Cherry,13,7,2018,NJ,162,2018-07-13
2696,Mia,Fish,5,11,2019,CT,420,2019-11-05
2697,Claire,Cherry,1,3,2018,NJ,335,2018-03-01
2698,Wally,Dates,8,12,2018,CT,900,2018-12-08
2699,Claire,Apple,18,5,2018,NJ,826,2018-05-18
2700,Chae,Butter,17,10,2020,PA,332,2020-10-17
2701,Chae,Apple,20,8,2019,PA,220,2019-08-20
2702,Chae,Fish,28,12,2020,PA,413,2020-12-28
2703,Chae,Butter,21,8,2018,NY,972,2018-08-21
2704,Chae,Ice,17,2,2017,CT,606,2017-02-17
2705,Emily,Eggs,19,3,2018,CT,228,2018-03-19
2706,Helen,Grapes,13,9,2017,NY,729,2017-09-13
2707,Emily,Ham,23,11,2016,PA,670,2016-11-23
2708,Mia,Ham,21,2,2020,NJ,565,2020-02-21
2709,Chae,Ham,4,1,2016,NY,208,2016-01-04
2710,Boo,Eggs,11,12,2016,CT,128,2016-12-11
2711,Chae,Jellies,5,2,2017,CT,490,2017-02-05
2712,Emily,Butter,25,2,2017,NJ,737,2017-02-25
2713,Helen,Apple,25,8,2020,PA,715,2020-08-25
2714,Dan,Dates,2,1,2019,NJ,697,2019-01-02
2715,Boo,Eggs,21,3,2016,NY,168,2016-03-21
2716,Helen,Dates,18,5,2017,NY,236,2017-05-18
2717,Chae,Dates,12,11,2016,CT,226,2016-11-12
2718,Emily,Butter,4,1,2016,CT,436,2016-01-04
2719,Dan,Dates,11,6,2018,NJ,232,2018-06-11
2720,Dan,Apple,8,6,2019,CT,884,2019-06-08
2721,Dan,Cherry,16,1,2017,CT,141,2017-01-16
2722,Sam,Eggs,13,9,2016,CT,725,2016-09-13
2723,Helen,Cherry,14,5,2020,PA,920,2020-05-14
2724,Emily,Jellies,10,8,2019,NY,397,2019-08-10
2725,Mia,Cherry,1,7,2017,PA,6,2017-07-01
2726,Sam,Eggs,15,1,2020,NY,305,2020-01-15
2727,Chae,Grapes,11,12,2018,PA,71,2018-12-11
2728,Emily,Ham,2,7,2017,CT,340,2017-07-02
2729,Wally,Grapes,24,9,2018,NY,63,2018-09-24
2730,Sam,Cherry,4,2,2017,PA,113,2017-02-04
2731,Helen,Dates,1,2,2019,NJ,349,2019-02-01
2732,Sam,Dates,13,5,2019,NJ,35,2019-05-13
2733,Helen,Cherry,15,10,2018,CT,589,2018-10-15
2734,Boo,Jellies,26,11,2019,NY,3,2019-11-26
2735,Claire,Grapes,29,6,2020,PA,333,2020-06-29
2736,Helen,Grapes,18,9,2020,NJ,822,2020-09-18
2737,Sam,Apple,16,10,2018,NJ,516,2018-10-16
2738,Wally,Eggs,28,2,2016,PA,786,2016-02-28
2739,Boo,Grapes,30,6,2020,PA,384,2020-06-30
2740,Mia,Butter,29,11,2020,PA,571,2020-11-29
2741,Mia,Dates,29,11,2017,CT,950,2017-11-29
2742,Mia,Eggs,28,6,2020,CT,858,2020-06-28
2743,Dan,Ice,23,8,2019,PA,642,2019-08-23
2744,Boo,Fish,23,7,2019,NY,269,2019-07-23
2745,Wally,Ham,3,4,2020,NJ,506,2020-04-03
2746,Emily,Grapes,7,10,2018,CT,463,2018-10-07
2747,Emily,Jellies,6,12,2019,CT,874,2019-12-06
2748,Sam,Jellies,3,1,2016,CT,323,2016-01-03
2749,Chae,Grapes,23,11,2020,PA,636,2020-11-23
2750,Mia,Butter,26,2,2018,NY,761,2018-02-26
2751,Boo,Ham,5,3,2017,CT,444,2017-03-05
2752,Emily,Ham,25,5,2017,PA,360,2017-05-25
2753,Sam,Fish,11,10,2018,NY,374,2018-10-11
